crypto_currency,currency_code,crypto_value,country_code,indicator,frequency,year,avg_wage_value,avg_wage_crypto_value
ADA,USD,1.788,CZE,AVWAGE,A,2019-01-01,29280.78997,16376.280743847876
ADA,USD,1.788,DNK,AVWAGE,A,2016-01-01,56883.11049,31813.820184563756
ADA,USD,1.788,DNK,AVWAGE,A,2017-01-01,56277.32497,31475.013965324386
ADA,USD,1.788,DNK,AVWAGE,A,2018-01-01,56827.52767,31782.733596196867
ADA,USD,1.788,DNK,AVWAGE,A,2019-01-01,57149.59431,31962.860352348995
ADA,USD,1.788,FIN,AVWAGE,A,2016-01-01,44975.60703,25154.14263422819
ADA,USD,1.788,FIN,AVWAGE,A,2017-01-01,44864.41587,25091.955184563758
ADA,USD,1.788,FIN,AVWAGE,A,2018-01-01,45023.39388,25180.869060402685
ADA,USD,1.788,FIN,AVWAGE,A,2019-01-01,45697.55615,25557.917309843397
ADA,USD,1.788,FRA,AVWAGE,A,2016-01-01,45610.18378,25509.051331096198
ADA,USD,1.788,FRA,AVWAGE,A,2017-01-01,46162.80625,25818.124300894855
ADA,USD,1.788,FRA,AVWAGE,A,2018-01-01,46256.36191,25870.448495525725
ADA,USD,1.788,FRA,AVWAGE,A,2019-01-01,46480.6154,25995.869910514542
ADA,USD,1.788,DEU,AVWAGE,A,2016-01-01,51622.98488,28871.915480984342
ADA,USD,1.788,DEU,AVWAGE,A,2017-01-01,52181.30995,29184.177824384788
ADA,USD,1.788,DEU,AVWAGE,A,2018-01-01,52929.5536,29602.658612975392
ADA,USD,1.788,DEU,AVWAGE,A,2019-01-01,53637.8016,29998.770469798656
ADA,USD,1.788,GRC,AVWAGE,A,2016-01-01,27394.53173,15321.326470917225
ADA,USD,1.788,GRC,AVWAGE,A,2017-01-01,27321.80061,15280.649110738254
ADA,USD,1.788,GRC,AVWAGE,A,2018-01-01,27479.68523,15368.951470917225
ADA,USD,1.788,GRC,AVWAGE,A,2019-01-01,27459.1259,15357.452964205815
ADA,USD,1.788,HUN,AVWAGE,A,2016-01-01,21810.41182,12198.216901565997
ADA,USD,1.788,HUN,AVWAGE,A,2017-01-01,23527.36545,13158.481795302014
ADA,USD,1.788,HUN,AVWAGE,A,2018-01-01,24702.95934,13815.9727852349
ADA,USD,1.788,HUN,AVWAGE,A,2019-01-01,26223.19671,14666.21739932886
ADA,USD,1.788,IRL,AVWAGE,A,2016-01-01,49030.4212,27421.935794183442
ADA,USD,1.788,IRL,AVWAGE,A,2017-01-01,49585.17818,27732.202561521255
ADA,USD,1.788,IRL,AVWAGE,A,2018-01-01,49695.39773,27793.846605145412
ADA,USD,1.788,IRL,AVWAGE,A,2019-01-01,50490.47141,28238.518685682324
ADA,USD,1.788,ITA,AVWAGE,A,2016-01-01,38982.24797,21802.152108501115
ADA,USD,1.788,ITA,AVWAGE,A,2017-01-01,38706.95871,21648.187197986575
ADA,USD,1.788,ITA,AVWAGE,A,2018-01-01,38852.72523,21729.712097315434
ADA,USD,1.788,ITA,AVWAGE,A,2019-01-01,39189.36576,21917.98979865772
ADA,USD,1.788,JPN,AVWAGE,A,2016-01-01,37896.31241,21194.805598434003
ADA,USD,1.788,JPN,AVWAGE,A,2017-01-01,38084.71057,21300.17369686801
ADA,USD,1.788,JPN,AVWAGE,A,2018-01-01,38193.16835,21360.83241051454
ADA,USD,1.788,JPN,AVWAGE,A,2019-01-01,38617.46549,21598.135061521254
ADA,USD,1.788,KOR,AVWAGE,A,2016-01-01,38617.35471,21598.073104026844
ADA,USD,1.788,KOR,AVWAGE,A,2017-01-01,39551.53296,22120.544161073823
ADA,USD,1.788,KOR,AVWAGE,A,2018-01-01,40820.34833,22830.172444071588
ADA,USD,1.788,KOR,AVWAGE,A,2019-01-01,42284.78911,23649.21091163311
ADA,USD,1.788,LUX,AVWAGE,A,2016-01-01,68503.77293,38313.072108501125
ADA,USD,1.788,LUX,AVWAGE,A,2017-01-01,69541.03065,38893.19387583892
ADA,USD,1.788,LUX,AVWAGE,A,2018-01-01,69556.26185,38901.712444071585
ADA,USD,1.788,LUX,AVWAGE,A,2019-01-01,68680.52973,38411.929379194626
ADA,USD,1.788,MEX,AVWAGE,A,2016-01-01,16981.33584,9497.391409395972
ADA,USD,1.788,MEX,AVWAGE,A,2017-01-01,16984.11528,9498.94590604027
ADA,USD,1.788,MEX,AVWAGE,A,2018-01-01,17180.80319,9608.950329977628
ADA,USD,1.788,MEX,AVWAGE,A,2019-01-01,17594.46105,9840.302600671142
ADA,USD,1.788,NLD,AVWAGE,A,2016-01-01,57573.20166,32199.777214765098
ADA,USD,1.788,NLD,AVWAGE,A,2017-01-01,57138.28325,31956.534256152125
ADA,USD,1.788,NLD,AVWAGE,A,2018-01-01,56708.92587,31716.40149328859
ADA,USD,1.788,NLD,AVWAGE,A,2019-01-01,56552.29043,31628.797779642056
ADA,USD,1.788,NOR,AVWAGE,A,2016-01-01,52943.44998,29610.43063758389
ADA,USD,1.788,NOR,AVWAGE,A,2017-01-01,53034.32566,29661.25596196868
ADA,USD,1.788,NOR,AVWAGE,A,2018-01-01,53484.64221,29913.110855704697
ADA,USD,1.788,NOR,AVWAGE,A,2019-01-01,54027.48705,30216.715352348994
ADA,USD,1.788,POL,AVWAGE,A,2016-01-01,26934.07273,15063.799065995525
ADA,USD,1.788,POL,AVWAGE,A,2017-01-01,28070.80769,15699.55687360179
ADA,USD,1.788,POL,AVWAGE,A,2018-01-01,30090.88308,16829.352953020134
ADA,USD,1.788,POL,AVWAGE,A,2019-01-01,31969.56803,17880.07160514541
ADA,USD,1.788,PRT,AVWAGE,A,2016-01-01,26023.70855,14554.646840044743
ADA,USD,1.788,PRT,AVWAGE,A,2017-01-01,26141.28364,14620.404720357943
ADA,USD,1.788,PRT,AVWAGE,A,2018-01-01,26413.09577,14772.424927293065
ADA,USD,1.788,PRT,AVWAGE,A,2019-01-01,26633.71719,14895.814983221477
ADA,USD,1.788,SVK,AVWAGE,A,2016-01-01,22947.42395,12834.129725950783
ADA,USD,1.788,SVK,AVWAGE,A,2017-01-01,23610.42637,13204.936448545861
ADA,USD,1.788,SVK,AVWAGE,A,2018-01-01,24254.01607,13564.885945190157
ADA,USD,1.788,SVK,AVWAGE,A,2019-01-01,25452.38663,14235.115564876958
ADA,USD,1.788,ESP,AVWAGE,A,2016-01-01,39413.14818,22043.14775167785
ADA,USD,1.788,ESP,AVWAGE,A,2017-01-01,38897.90764,21754.981901565992
ADA,USD,1.788,ESP,AVWAGE,A,2018-01-01,38554.41746,21562.873299776285
ADA,USD,1.788,ESP,AVWAGE,A,2019-01-01,38757.56996,21676.49326621924
ADA,USD,1.788,SWE,AVWAGE,A,2016-01-01,45552.08133,25476.555553691276
ADA,USD,1.788,SWE,AVWAGE,A,2017-01-01,45818.05044,25625.307852348993
ADA,USD,1.788,SWE,AVWAGE,A,2018-01-01,46061.69242,25761.572941834453
ADA,USD,1.788,SWE,AVWAGE,A,2019-01-01,46695.34986,26115.967483221477
ADA,USD,1.788,CHE,AVWAGE,A,2016-01-01,66349.80362,37108.39128635347
ADA,USD,1.788,CHE,AVWAGE,A,2017-01-01,66131.82428,36986.47890380313
ADA,USD,1.788,CHE,AVWAGE,A,2018-01-01,66120.94281,36980.39307046979
ADA,USD,1.788,CHE,AVWAGE,A,2019-01-01,66566.72632,37229.712706935126
ADA,USD,1.788,GBR,AVWAGE,A,2016-01-01,46087.95586,25776.261666666665
ADA,USD,1.788,GBR,AVWAGE,A,2017-01-01,46492.67666,26002.61558165548
ADA,USD,1.788,GBR,AVWAGE,A,2018-01-01,46655.52243,26093.692634228188
ADA,USD,1.788,GBR,AVWAGE,A,2019-01-01,47226.08766,26412.800704697984
ADA,USD,1.788,USA,AVWAGE,A,2016-01-01,63079.25821,35279.2271868009
ADA,USD,1.788,USA,AVWAGE,A,2017-01-01,63734.34215,35645.605229306486
ADA,USD,1.788,USA,AVWAGE,A,2018-01-01,64396.69684,36016.04968680089
ADA,USD,1.788,USA,AVWAGE,A,2019-01-01,65835.57764,36820.792863534676
ADA,USD,1.788,EST,AVWAGE,A,2016-01-01,25841.28678,14452.621241610737
ADA,USD,1.788,EST,AVWAGE,A,2017-01-01,26554.96128,14851.768053691274
ADA,USD,1.788,EST,AVWAGE,A,2018-01-01,28499.25441,15939.180318791947
ADA,USD,1.788,EST,AVWAGE,A,2019-01-01,30296.87726,16944.562225950784
ADA,USD,1.788,ISR,AVWAGE,A,2016-01-01,36729.29562,20542.1116442953
ADA,USD,1.788,ISR,AVWAGE,A,2017-01-01,37745.321,21110.35850111857
ADA,USD,1.788,ISR,AVWAGE,A,2018-01-01,38602.96507,21590.025206935123
ADA,USD,1.788,ISR,AVWAGE,A,2019-01-01,39403.10257,22037.529401565997
ADA,USD,1.788,SVN,AVWAGE,A,2016-01-01,37871.05798,21180.68119686801
ADA,USD,1.788,SVN,AVWAGE,A,2017-01-01,38503.34068,21534.30686800895
ADA,USD,1.788,SVN,AVWAGE,A,2018-01-01,39077.86228,21855.627673378076
ADA,USD,1.788,SVN,AVWAGE,A,2019-01-01,40219.62097,22494.195173378077
ADA,USD,1.788,OECD,AVWAGE,A,2016-01-01,46897.42165,26228.983025727066
ADA,USD,1.788,OECD,AVWAGE,A,2017-01-01,47276.80623,26441.166795302015
ADA,USD,1.788,OECD,AVWAGE,A,2018-01-01,47747.77667,26704.57308165548
ADA,USD,1.788,OECD,AVWAGE,A,2019-01-01,48586.93652,27173.901856823268
ADA,USD,1.788,ISL,AVWAGE,A,2016-01-01,61206.55418,34231.85356823266
ADA,USD,1.788,ISL,AVWAGE,A,2017-01-01,67709.68977,37868.954010067115
ADA,USD,1.788,ISL,AVWAGE,A,2018-01-01,70002.52953,39151.30286912752
ADA,USD,1.788,ISL,AVWAGE,A,2019-01-01,68005.79368,38034.56022371365
ADA,USD,1.788,NZL,AVWAGE,A,2016-01-01,43183.13048,24151.638970917225
ADA,USD,1.788,NZL,AVWAGE,A,2017-01-01,43398.99731,24272.36986017897
ADA,USD,1.788,NZL,AVWAGE,A,2018-01-01,43769.61954,24479.65298657718
ADA,USD,1.788,NZL,AVWAGE,A,2019-01-01,44030.74518,24625.696409395972
ADA,USD,1.788,CHL,AVWAGE,A,2016-01-01,27044.38873,15125.497052572706
ADA,USD,1.788,CHL,AVWAGE,A,2017-01-01,26313.01752,14716.452751677853
ADA,USD,1.788,CHL,AVWAGE,A,2018-01-01,26369.49741,14748.04105704698
ADA,USD,1.788,CHL,AVWAGE,A,2019-01-01,26915.8365,15053.599832214766
ADA,USD,1.788,LVA,AVWAGE,A,2016-01-01,24662.51202,13793.351241610737
ADA,USD,1.788,LVA,AVWAGE,A,2017-01-01,25620.42698,14329.097863534675
ADA,USD,1.788,LVA,AVWAGE,A,2018-01-01,26764.56306,14968.995
ADA,USD,1.788,LVA,AVWAGE,A,2019-01-01,28453.58675,15913.639121923936
ADA,USD,1.788,LTU,AVWAGE,A,2016-01-01,24853.85569,13900.366717002236
ADA,USD,1.788,LTU,AVWAGE,A,2017-01-01,26258.4257,14685.920413870246
ADA,USD,1.788,LTU,AVWAGE,A,2018-01-01,27368.00667,15306.491426174496
ADA,USD,1.788,LTU,AVWAGE,A,2019-01-01,28913.89776,16171.08375838926
XLM,USD,0.7173,AUS,AVWAGE,A,2016-01-01,54799.8626,76397.41056740555
XLM,USD,0.7173,AUS,AVWAGE,A,2017-01-01,54327.04477,75738.2472745016
XLM,USD,0.7173,AUS,AVWAGE,A,2018-01-01,54147.4705,75487.89976300014
XLM,USD,0.7173,AUS,AVWAGE,A,2019-01-01,54401.4253,75841.94242297504
XLM,USD,0.7173,AUT,AVWAGE,A,2016-01-01,53589.1886,74709.58957200614
XLM,USD,0.7173,AUT,AVWAGE,A,2017-01-01,53436.61223,74496.88028718806
XLM,USD,0.7173,AUT,AVWAGE,A,2018-01-01,53560.92351,74670.18473442073
XLM,USD,0.7173,AUT,AVWAGE,A,2019-01-01,53902.94904,75147.00828105395
XLM,USD,0.7173,BEL,AVWAGE,A,2016-01-01,54883.6518,76514.22250104559
XLM,USD,0.7173,BEL,AVWAGE,A,2017-01-01,54626.06533,76155.1168688136
XLM,USD,0.7173,BEL,AVWAGE,A,2018-01-01,55065.81147,76768.17436219155
XLM,USD,0.7173,BEL,AVWAGE,A,2019-01-01,55590.13046,77499.136288861
XLM,USD,0.7173,CAN,AVWAGE,A,2016-01-01,51562.73934,71884.48255959849
XLM,USD,0.7173,CAN,AVWAGE,A,2017-01-01,52219.39272,72799.93408615643
XLM,USD,0.7173,CAN,AVWAGE,A,2018-01-01,52831.4837,73653.26042102327
XLM,USD,0.7173,CAN,AVWAGE,A,2019-01-01,53198.17296,74164.46808866583
XLM,USD,0.7173,CZE,AVWAGE,A,2016-01-01,25819.17199,35994.94213021051
XLM,USD,0.7173,CZE,AVWAGE,A,2017-01-01,26888.62221,37485.88067754078
XLM,USD,0.7173,CZE,AVWAGE,A,2018-01-01,28360.36471,39537.66166178726
XLM,USD,0.7173,CZE,AVWAGE,A,2019-01-01,29280.78997,40820.84200474
XLM,USD,0.7173,DNK,AVWAGE,A,2016-01-01,56883.11049,79301.70150564617
XLM,USD,0.7173,DNK,AVWAGE,A,2017-01-01,56277.32497,78457.16571866722
XLM,USD,0.7173,DNK,AVWAGE,A,2018-01-01,56827.52767,79224.21256099262
XLM,USD,0.7173,DNK,AVWAGE,A,2019-01-01,57149.59431,79673.21108322877
XLM,USD,0.7173,FIN,AVWAGE,A,2016-01-01,44975.60703,62701.25056461731
XLM,USD,0.7173,FIN,AVWAGE,A,2017-01-01,44864.41587,62546.23709744876
XLM,USD,0.7173,FIN,AVWAGE,A,2018-01-01,45023.39388,62767.87101631117
XLM,USD,0.7173,FIN,AVWAGE,A,2019-01-01,45697.55615,63707.73198104
XLM,USD,0.7173,FRA,AVWAGE,A,2016-01-01,45610.18378,63585.924689809
XLM,USD,0.7173,FRA,AVWAGE,A,2017-01-01,46162.80625,64356.344974208834
XLM,USD,0.7173,FRA,AVWAGE,A,2018-01-01,46256.36191,64486.772494075
XLM,USD,0.7173,FRA,AVWAGE,A,2019-01-01,46480.6154,64799.40805799526
XLM,USD,0.7173,DEU,AVWAGE,A,2016-01-01,51622.98488,71968.4718806636
XLM,USD,0.7173,DEU,AVWAGE,A,2017-01-01,52181.30995,72746.84225568103
XLM,USD,0.7173,DEU,AVWAGE,A,2018-01-01,52929.5536,73789.98131883451
XLM,USD,0.7173,DEU,AVWAGE,A,2019-01-01,53637.8016,74777.3617733166
XLM,USD,0.7173,GRC,AVWAGE,A,2016-01-01,27394.53173,38191.17765230726
XLM,USD,0.7173,GRC,AVWAGE,A,2017-01-01,27321.80061,38089.781974069425
XLM,USD,0.7173,GRC,AVWAGE,A,2018-01-01,27479.68523,38309.891579534364
XLM,USD,0.7173,GRC,AVWAGE,A,2019-01-01,27459.1259,38281.22947162972
XLM,USD,0.7173,HUN,AVWAGE,A,2016-01-01,21810.41182,30406.26212184581
XLM,USD,0.7173,HUN,AVWAGE,A,2017-01-01,23527.36545,32799.89606859055
XLM,USD,0.7173,HUN,AVWAGE,A,2018-01-01,24702.95934,34438.8112923463
XLM,USD,0.7173,HUN,AVWAGE,A,2019-01-01,26223.19671,36558.19979088247
XLM,USD,0.7173,IRL,AVWAGE,A,2016-01-01,49030.4212,68354.13522933221
XLM,USD,0.7173,IRL,AVWAGE,A,2017-01-01,49585.17818,69127.53127004043
XLM,USD,0.7173,IRL,AVWAGE,A,2018-01-01,49695.39773,69281.1901993587
XLM,USD,0.7173,IRL,AVWAGE,A,2019-01-01,50490.47141,70389.61579534365
XLM,USD,0.7173,ITA,AVWAGE,A,2016-01-01,38982.24797,54345.807848877725
XLM,USD,0.7173,ITA,AVWAGE,A,2017-01-01,38706.95871,53962.02245922208
XLM,USD,0.7173,ITA,AVWAGE,A,2018-01-01,38852.72523,54165.23801756586
XLM,USD,0.7173,ITA,AVWAGE,A,2019-01-01,39189.36576,54634.55424508573
XLM,USD,0.7173,JPN,AVWAGE,A,2016-01-01,37896.31241,52831.88681165481
XLM,USD,0.7173,JPN,AVWAGE,A,2017-01-01,38084.71057,53094.53585668479
XLM,USD,0.7173,JPN,AVWAGE,A,2018-01-01,38193.16835,53245.73867280078
XLM,USD,0.7173,JPN,AVWAGE,A,2019-01-01,38617.46549,53837.25845531856
XLM,USD,0.7173,KOR,AVWAGE,A,2016-01-01,38617.35471,53837.10401505646
XLM,USD,0.7173,KOR,AVWAGE,A,2017-01-01,39551.53296,55139.45763278962
XLM,USD,0.7173,KOR,AVWAGE,A,2018-01-01,40820.34833,56908.334490450296
XLM,USD,0.7173,KOR,AVWAGE,A,2019-01-01,42284.78911,58949.9360239788
XLM,USD,0.7173,LUX,AVWAGE,A,2016-01-01,68503.77293,95502.26255402203
XLM,USD,0.7173,LUX,AVWAGE,A,2017-01-01,69541.03065,96948.32099539941
XLM,USD,0.7173,LUX,AVWAGE,A,2018-01-01,69556.26185,96969.55506761465
XLM,USD,0.7173,LUX,AVWAGE,A,2019-01-01,68680.52973,95748.68218318693
XLM,USD,0.7173,MEX,AVWAGE,A,2016-01-01,16981.33584,23673.96603931409
XLM,USD,0.7173,MEX,AVWAGE,A,2017-01-01,16984.11528,23677.840903387703
XLM,USD,0.7173,MEX,AVWAGE,A,2018-01-01,17180.80319,23952.046828384216
XLM,USD,0.7173,MEX,AVWAGE,A,2019-01-01,17594.46105,24528.734211626936
XLM,USD,0.7173,NLD,AVWAGE,A,2016-01-01,57573.20166,80263.76921790045
XLM,USD,0.7173,NLD,AVWAGE,A,2017-01-01,57138.28325,79657.44214415168
XLM,USD,0.7173,NLD,AVWAGE,A,2018-01-01,56708.92587,79058.86779590129
XLM,USD,0.7173,NLD,AVWAGE,A,2019-01-01,56552.29043,78840.49969329429
XLM,USD,0.7173,NOR,AVWAGE,A,2016-01-01,52943.44998,73809.35449602676
XLM,USD,0.7173,NOR,AVWAGE,A,2017-01-01,53034.32566,73936.04581067893
XLM,USD,0.7173,NOR,AVWAGE,A,2018-01-01,53484.64221,74563.83969050605
XLM,USD,0.7173,NOR,AVWAGE,A,2019-01-01,54027.48705,75320.62881639482
XLM,USD,0.7173,POL,AVWAGE,A,2016-01-01,26934.07273,37549.244012268224
XLM,USD,0.7173,POL,AVWAGE,A,2017-01-01,28070.80769,39133.985347832146
XLM,USD,0.7173,POL,AVWAGE,A,2018-01-01,30090.88308,41950.20644081974
XLM,USD,0.7173,POL,AVWAGE,A,2019-01-01,31969.56803,44569.31274222779
XLM,USD,0.7173,PRT,AVWAGE,A,2016-01-01,26023.70855,36280.08999024118
XLM,USD,0.7173,PRT,AVWAGE,A,2017-01-01,26141.28364,36444.00340164506
XLM,USD,0.7173,PRT,AVWAGE,A,2018-01-01,26413.09577,36822.94126585808
XLM,USD,0.7173,PRT,AVWAGE,A,2019-01-01,26633.71719,37130.513299874525
XLM,USD,0.7173,SVK,AVWAGE,A,2016-01-01,22947.42395,31991.389864770666
XLM,USD,0.7173,SVK,AVWAGE,A,2017-01-01,23610.42637,32915.69269482783
XLM,USD,0.7173,SVK,AVWAGE,A,2018-01-01,24254.01607,33812.93192527534
XLM,USD,0.7173,SVK,AVWAGE,A,2019-01-01,25452.38663,35483.60048794089
XLM,USD,0.7173,ESP,AVWAGE,A,2016-01-01,39413.14818,54946.53308239229
XLM,USD,0.7173,ESP,AVWAGE,A,2017-01-01,38897.90764,54228.22757563083
XLM,USD,0.7173,ESP,AVWAGE,A,2018-01-01,38554.41746,53749.36213578697
XLM,USD,0.7173,ESP,AVWAGE,A,2019-01-01,38757.56996,54032.580454482086
XLM,USD,0.7173,SWE,AVWAGE,A,2016-01-01,45552.08133,63504.92308657465
XLM,USD,0.7173,SWE,AVWAGE,A,2017-01-01,45818.05044,63875.71509828523
XLM,USD,0.7173,SWE,AVWAGE,A,2018-01-01,46061.69242,64215.38048236442
XLM,USD,0.7173,SWE,AVWAGE,A,2019-01-01,46695.34986,65098.77298201589
XLM,USD,0.7173,CHE,AVWAGE,A,2016-01-01,66349.80362,92499.37769413077
XLM,USD,0.7173,CHE,AVWAGE,A,2017-01-01,66131.82428,92195.48902830057
XLM,USD,0.7173,CHE,AVWAGE,A,2018-01-01,66120.94281,92180.31898787117
XLM,USD,0.7173,CHE,AVWAGE,A,2019-01-01,66566.72632,92801.79328035688
XLM,USD,0.7173,GBR,AVWAGE,A,2016-01-01,46087.95586,64251.994786003066
XLM,USD,0.7173,GBR,AVWAGE,A,2017-01-01,46492.67666,64816.222863515955
XLM,USD,0.7173,GBR,AVWAGE,A,2018-01-01,46655.52243,65043.24889167711
XLM,USD,0.7173,GBR,AVWAGE,A,2019-01-01,47226.08766,65838.68347971559
XLM,USD,0.7173,USA,AVWAGE,A,2016-01-01,63079.25821,87939.85530461452
XLM,USD,0.7173,USA,AVWAGE,A,2017-01-01,63734.34215,88853.11884845949
XLM,USD,0.7173,USA,AVWAGE,A,2018-01-01,64396.69684,89776.5186672243
XLM,USD,0.7173,USA,AVWAGE,A,2019-01-01,65835.57764,91782.48660253729
XLM,USD,0.7173,EST,AVWAGE,A,2016-01-01,25841.28678,36025.77273107486
XLM,USD,0.7173,EST,AVWAGE,A,2017-01-01,26554.96128,37020.71836051861
XLM,USD,0.7173,EST,AVWAGE,A,2018-01-01,28499.25441,39731.290129652865
XLM,USD,0.7173,EST,AVWAGE,A,2019-01-01,30296.87726,42237.386393419765
XLM,USD,0.7173,ISR,AVWAGE,A,2016-01-01,36729.29562,51204.929067335834
XLM,USD,0.7173,ISR,AVWAGE,A,2017-01-01,37745.321,52621.38714624286
XLM,USD,0.7173,ISR,AVWAGE,A,2018-01-01,38602.96507,53817.04317579813
XLM,USD,0.7173,ISR,AVWAGE,A,2019-01-01,39403.10257,54932.528328453925
XLM,USD,0.7173,SVN,AVWAGE,A,2016-01-01,37871.05798,52796.67918583577
XLM,USD,0.7173,SVN,AVWAGE,A,2017-01-01,38503.34068,53678.15513732051
XLM,USD,0.7173,SVN,AVWAGE,A,2018-01-01,39077.86228,54479.10536734978
XLM,USD,0.7173,SVN,AVWAGE,A,2019-01-01,40219.62097,56070.85036944096
XLM,USD,0.7173,OECD,AVWAGE,A,2016-01-01,46897.42165,65380.484664714895
XLM,USD,0.7173,OECD,AVWAGE,A,2017-01-01,47276.80623,65909.39109159347
XLM,USD,0.7173,OECD,AVWAGE,A,2018-01-01,47747.77667,66565.9789070124
XLM,USD,0.7173,OECD,AVWAGE,A,2019-01-01,48586.93652,67735.86577443189
XLM,USD,0.7173,ISL,AVWAGE,A,2016-01-01,61206.55418,85329.08710441935
XLM,USD,0.7173,ISL,AVWAGE,A,2017-01-01,67709.68977,94395.21785863655
XLM,USD,0.7173,ISL,AVWAGE,A,2018-01-01,70002.52953,97591.7043496445
XLM,USD,0.7173,ISL,AVWAGE,A,2019-01-01,68005.79368,94808.02130210512
XLM,USD,0.7173,NZL,AVWAGE,A,2016-01-01,43183.13048,60202.328844277145
XLM,USD,0.7173,NZL,AVWAGE,A,2017-01-01,43398.99731,60503.272424369155
XLM,USD,0.7173,NZL,AVWAGE,A,2018-01-01,43769.61954,61019.96311166875
XLM,USD,0.7173,NZL,AVWAGE,A,2019-01-01,44030.74518,61384.00276035131
XLM,USD,0.7173,CHL,AVWAGE,A,2016-01-01,27044.38873,37703.037404154464
XLM,USD,0.7173,CHL,AVWAGE,A,2017-01-01,26313.01752,36683.420493517355
XLM,USD,0.7173,CHL,AVWAGE,A,2018-01-01,26369.49741,36762.1600585529
XLM,USD,0.7173,CHL,AVWAGE,A,2019-01-01,26915.8365,37523.82057716436
XLM,USD,0.7173,LVA,AVWAGE,A,2016-01-01,24662.51202,34382.423002927644
XLM,USD,0.7173,LVA,AVWAGE,A,2017-01-01,25620.42698,35717.868367489194
XLM,USD,0.7173,LVA,AVWAGE,A,2018-01-01,26764.56306,37312.92772898369
XLM,USD,0.7173,LVA,AVWAGE,A,2019-01-01,28453.58675,39667.624076397595
XLM,USD,0.7173,LTU,AVWAGE,A,2016-01-01,24853.85569,34649.17843301268
XLM,USD,0.7173,LTU,AVWAGE,A,2017-01-01,26258.4257,36607.31311863934
XLM,USD,0.7173,LTU,AVWAGE,A,2018-01-01,27368.00667,38154.19861982434
XLM,USD,0.7173,LTU,AVWAGE,A,2019-01-01,28913.89776,40309.351401087406
LINK,USD,49.02,AUS,AVWAGE,A,2016-01-01,54799.8626,1117.9082537739698
LINK,USD,49.02,AUS,AVWAGE,A,2017-01-01,54327.04477,1108.2628472052222
LINK,USD,49.02,AUS,AVWAGE,A,2018-01-01,54147.4705,1104.5995614035087
LINK,USD,49.02,AUS,AVWAGE,A,2019-01-01,54401.4253,1109.7801978784169
LINK,USD,49.02,AUT,AVWAGE,A,2016-01-01,53589.1886,1093.2107017543858
LINK,USD,49.02,AUT,AVWAGE,A,2017-01-01,53436.61223,1090.0981687066503
LINK,USD,49.02,AUT,AVWAGE,A,2018-01-01,53560.92351,1092.6340985312117
LINK,USD,49.02,AUT,AVWAGE,A,2019-01-01,53902.94904,1099.6113635250917
LINK,USD,49.02,BEL,AVWAGE,A,2016-01-01,54883.6518,1119.6175397796817
LINK,USD,49.02,BEL,AVWAGE,A,2017-01-01,54626.06533,1114.3628178294573
LINK,USD,49.02,BEL,AVWAGE,A,2018-01-01,55065.81147,1123.3335673194613
LINK,USD,49.02,BEL,AVWAGE,A,2019-01-01,55590.13046,1134.0295891472867
LINK,USD,49.02,CAN,AVWAGE,A,2016-01-01,51562.73934,1051.8714675642593
LINK,USD,49.02,CAN,AVWAGE,A,2017-01-01,52219.39272,1065.2670893512852
LINK,USD,49.02,CAN,AVWAGE,A,2018-01-01,52831.4837,1077.7536454508363
LINK,USD,49.02,CAN,AVWAGE,A,2019-01-01,53198.17296,1085.2340465116279
LINK,USD,49.02,CZE,AVWAGE,A,2016-01-01,25819.17199,526.7068949408405
LINK,USD,49.02,CZE,AVWAGE,A,2017-01-01,26888.62221,548.5235048959609
LINK,USD,49.02,CZE,AVWAGE,A,2018-01-01,28360.36471,578.5468117095063
LINK,USD,49.02,CZE,AVWAGE,A,2019-01-01,29280.78997,597.3233368013056
LINK,USD,49.02,DNK,AVWAGE,A,2016-01-01,56883.11049,1160.406170746634
LINK,USD,49.02,DNK,AVWAGE,A,2017-01-01,56277.32497,1148.04824500204
LINK,USD,49.02,DNK,AVWAGE,A,2018-01-01,56827.52767,1159.2722902896776
LINK,USD,49.02,DNK,AVWAGE,A,2019-01-01,57149.59431,1165.8423971848224
LINK,USD,49.02,FIN,AVWAGE,A,2016-01-01,44975.60703,917.4950434516524
LINK,USD,49.02,FIN,AVWAGE,A,2017-01-01,44864.41587,915.2267619339044
LINK,USD,49.02,FIN,AVWAGE,A,2018-01-01,45023.39388,918.4698873929009
LINK,USD,49.02,FIN,AVWAGE,A,2019-01-01,45697.55615,932.2226876784985
LINK,USD,49.02,FRA,AVWAGE,A,2016-01-01,45610.18378,930.4403055895552
LINK,USD,49.02,FRA,AVWAGE,A,2017-01-01,46162.80625,941.7137137902896
LINK,USD,49.02,FRA,AVWAGE,A,2018-01-01,46256.36191,943.6222339861281
LINK,USD,49.02,FRA,AVWAGE,A,2019-01-01,46480.6154,948.1969685842513
LINK,USD,49.02,DEU,AVWAGE,A,2016-01-01,51622.98488,1053.100466748266
LINK,USD,49.02,DEU,AVWAGE,A,2017-01-01,52181.30995,1064.4902070583435
LINK,USD,49.02,DEU,AVWAGE,A,2018-01-01,52929.5536,1079.7542554059567
LINK,USD,49.02,DEU,AVWAGE,A,2019-01-01,53637.8016,1094.2023990208077
LINK,USD,49.02,GRC,AVWAGE,A,2016-01-01,27394.53173,558.8439765401877
LINK,USD,49.02,GRC,AVWAGE,A,2017-01-01,27321.80061,557.3602735618115
